Core,filename,position_mm,core_depth_cm,depth_cm,Group,Guano_Zone,Guano_sum,min,max,median,mean,mean_2s_range,sed_rate,surface,validity,Egain,Eoffset,Fslope,Foffset,kcps,MSE,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,As,Se,Br,Rb,Sr,Y,Zr,Sn,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001642.spe,693.41,32.34,221.98,Unit 4,YAN BRACKISH-MARINE,0,5956.35,6553.59,6244.68,6246.86,298.62,0.041666667,6.69,1,0.018349,-0.011556,0.00757,0.106728,27026.43945,1.33,0,20,138,14,123,18,149,611,5416,0,1487,120,34,986,86088,317,0,441,342,41,0,0,274,323,2666,0,594,18,0,48,357,883,260,325,265,225,76,42,129,341,387,20,2.26E+15,17312,5636
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001643.spe,693.61,32.36,222,Unit 4,YAN BRACKISH-MARINE,0,5956.63,6553.92,6245.15,6247.34,298.645,0.042553191,6.69,1,0.018349,-0.011556,0.00757,0.106728,27780.70703,1.44,9,10,137,0,102,0,135,652,5737,0,1799,134,65,966,94126,234,0,398,313,160,51,0,444,243,2713,21,641,0,0,0,341,939,94,324,117,121,45,0,47,478,435,0,3.08E+14,16877,5497
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001644.spe,693.81,32.38,222.02,Unit 4,YAN BRACKISH-MARINE,0,5956.91,6554.36,6245.46,6247.81,298.725,0.042553191,6.69,1,0.018349,-0.011556,0.00757,0.106728,28487.17188,1.49,12,15,147,0,125,20,147,625,5674,0,1906,118,44,1108,103436,330,0,286,346,93,0,20,204,221,2720,0,574,0,0,15,374,750,167,273,180,219,210,0,88,438,503,8,1.58E+15,16330,5492
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001645.spe,694.01,32.4,222.04,Unit 4,YAN BRACKISH-MARINE,0,5957.18,6554.75,6245.78,6248.28,298.785,0.042553191,6.69,1,0.018349,-0.011556,0.00757,0.106728,26958.64258,1.24,0,0,140,0,113,0,126,586,5065,0,1644,141,19,1007,90642,375,0,251,281,88,72,0,268,139,2583,0,497,0,0,0,355,807,152,266,100,187,19,41,13,399,394,0,2.03E+15,16374,5609
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001646.spe,694.21,32.42,222.06,Unit 4,YAN BRACKISH-MARINE,0,5957.46,6555.33,6246.23,6248.75,298.935,0.041666667,6.69,1,0.018349,-0.011556,0.00757,0.106728,26326.77734,1.34,0,6,94,11,123,0,136,471,4344,0,1417,88,73,888,85582,398,0,335,294,123,0,0,245,300,2518,0,656,0,0,0,317,839,65,298,185,264,52,0,33,519,397,0,0,16842,5796
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001647.spe,694.41,32.44,222.08,Unit 4,YAN BRACKISH-MARINE,0,5957.91,6555.5,6246.57,6249.23,298.795,0.042553191,6.7,1,0.018349,-0.011556,0.00757,0.106728,26806.75391,1.37,0,9,91,7,97,0,133,562,5273,0,1496,118,68,919,86530,227,0,332,263,0,0,50,367,301,2910,58,681,0,0,0,392,802,124,193,174,145,122,8,53,361,468,0,1.82E+15,17076,5873
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001648.spe,694.61,32.46,222.1,Unit 4,YAN BRACKISH-MARINE,0,5958.58,6556.17,6246.97,6249.7,298.795,0.042553191,6.7,1,0.018349,-0.011556,0.00757,0.106728,27425.82422,1.34,0,5,102,0,104,5,131,550,5720,0,1510,163,75,1082,91457,425,0,334,260,0,79,0,356,267,2748,0,604,0,0,23,381,849,138,229,171,166,37,0,20,473,362,0,9.57E+14,17009,5741
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001649.spe,694.81,32.48,222.12,Unit 4,YAN BRACKISH-MARINE,0,5959.29,6556.59,6247.53,6250.17,298.65,0.041666667,6.7,1,0.018349,-0.011556,0.00757,0.106728,27321.63086,1.33,19,13,131,7,129,7,155,635,4824,0,1658,101,88,908,91060,307,0,263,304,17,77,0,304,265,2606,0,769,32,0,20,377,771,145,312,164,127,10,0,0,418,432,20,0,17298,5510
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001650.spe,695.01,32.5,222.14,Unit 4,YAN BRACKISH-MARINE,0,5959.83,6557.07,6247.83,6250.65,298.62,0.042553191,6.71,1,0.018349,-0.011556,0.00757,0.106728,27372.22656,1.37,19,24,105,0,84,0,132,562,4425,0,1616,141,56,898,90596,397,0,361,311,138,0,0,185,425,2815,0,645,22,0,11,343,828,120,332,186,219,180,18,108,469,342,6,1.31E+15,17432,5948
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001651.spe,695.21,32.52,222.16,Unit 4,YAN BRACKISH-MARINE,0,5960.32,6557.67,6248.26,6251.12,298.675,0.042553191,6.71,1,0.018349,-0.011556,0.00757,0.106728,27055.54102,1.4,7,0,113,9,116,0,157,505,5428,4,1581,94,90,911,86784,369,0,429,265,33,20,0,153,365,2600,0,729,20,0,0,309,875,147,362,117,176,9,85,24,281,398,0,2.10E+15,17543,5740
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001652.spe,695.41,32.54,222.18,Unit 4,YAN BRACKISH-MARINE,0,5961.02,6558.03,6248.68,6251.59,298.505,0.042553191,6.71,1,0.018349,-0.011556,0.00757,0.106728,27333.72852,1.37,6,0,140,8,151,16,116,538,5090,0,1578,108,68,983,89966,256,0,361,261,100,0,0,365,291,2625,30,709,32,6,0,366,801,69,223,228,116,113,72,32,402,421,0,0,17772,5827
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001653.spe,695.61,32.56,222.2,Unit 4,YAN BRACKISH-MARINE,0,5961.49,6558.57,6249.22,6252.06,298.54,0.041666667,6.71,1,0.018349,-0.011556,0.00757,0.106728,27666.8125,1.29,0,9,121,0,126,0,116,559,5884,0,1521,118,53,1008,90937,312,0,336,298,0,0,69,314,322,2545,0,631,0,0,32,448,815,242,139,120,179,111,0,48,399,447,0,1.51E+15,17457,5774
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001654.spe,695.81,32.58,222.22,Unit 4,YAN BRACKISH-MARINE,0,5961.84,6558.84,6249.84,6252.54,298.5,0.042553191,6.72,1,0.018349,-0.011556,0.00757,0.106728,28483.27148,1.44,17,9,139,13,152,0,121,616,5591,0,1859,81,77,1050,96824,247,0,218,229,0,0,0,203,348,2741,0,779,5,0,18,441,812,230,267,224,232,199,24,0,432,451,0,2.30E+15,18067,5729
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001655.spe,696.01,32.6,222.24,Unit 4,YAN BRACKISH-MARINE,0,5962.06,6559.09,6250.15,6253.01,298.515,0.042553191,6.72,1,0.018349,-0.011556,0.00757,0.106728,27932.29492,1.36,0,0,133,6,87,0,160,611,5557,0,1819,170,51,1013,89348,434,11,292,251,15,37,0,372,255,2727,0,774,0,0,0,380,819,123,227,150,188,40,199,34,321,430,0,1.49E+15,18431,5861
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001656.spe,696.21,32.62,222.26,Unit 4,YAN BRACKISH-MARINE,0,5962.17,6559.33,6250.65,6253.48,298.58,0.041666667,6.73,1,0.018349,-0.011556,0.00757,0.106728,28578.55664,1.38,0,4,123,0,133,0,168,616,5286,0,1505,149,79,1065,95444,348,45,265,264,65,6,63,324,360,2682,0,728,0,0,17,380,819,61,276,168,224,84,0,0,517,550,17,1.01E+15,18482,6024
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001657.spe,696.41,32.64,222.28,Unit 4,YAN BRACKISH-MARINE,0,5962.51,6559.61,6250.95,6253.96,298.55,0.042553191,6.73,1,0.018349,-0.011556,0.00757,0.106728,29440.71875,1.41,0,20,155,8,98,0,124,665,6235,0,1776,100,70,1121,100723,381,0,265,229,107,0,0,344,470,2791,0,740,7,0,0,374,834,106,341,216,190,153,35,0,567,475,0,0,18350,5790
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001658.spe,696.61,32.66,222.3,Unit 4,YAN BRACKISH-MARINE,0,5963.04,6560.43,6251.52,6254.43,298.695,0.042553191,6.74,1,0.018349,-0.011556,0.00757,0.106728,29401.82031,1.43,0,4,119,0,109,0,141,700,6042,0,2048,115,59,1211,101929,330,0,259,278,55,0,100,347,328,2643,0,586,0,0,0,432,824,100,261,146,149,74,0,96,557,497,0,1.54E+15,17890,5406
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001659.spe,696.81,32.68,222.32,Unit 4,YAN BRACKISH-MARINE,0,5963.53,6560.99,6251.95,6254.9,298.73,0.042553191,6.74,1,0.018349,-0.011556,0.00757,0.106728,28883.15039,1.46,23,26,135,0,116,0,144,648,5913,0,1874,150,42,1115,99538,361,0,384,324,53,49,20,322,272,2413,0,697,7,0,0,371,951,114,232,63,112,11,0,0,577,569,6,0,17537,5790
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001660.spe,697.01,32.7,222.34,Unit 4,YAN BRACKISH-MARINE,0,5963.89,6561.22,6252.36,6255.37,298.665,0.041666667,6.75,1,0.018349,-0.011556,0.00757,0.106728,29564.31445,1.49,5,8,167,0,121,0,160,687,6757,0,2144,206,82,1097,106833,357,0,300,279,86,0,0,305,261,2331,0,571,0,0,0,338,955,129,281,117,178,137,0,0,571,517,0,0,16852,5569
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001661.spe,697.21,32.72,222.36,Unit 4,YAN BRACKISH-MARINE,0,5964.72,6561.44,6252.82,6255.85,298.36,0.042553191,6.76,1,0.018349,-0.011556,0.00757,0.106728,28998.64453,1.54,38,42,167,20,143,0,156,673,6553,0,1905,156,107,1130,102845,173,0,322,289,0,0,64,284,247,2763,0,645,5,0,43,337,911,141,244,159,174,149,0,78,677,645,0,8.89E+14,17063,5355
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001662.spe,697.41,32.74,222.38,Unit 4,YAN BRACKISH-MARINE,0,5965.55,6561.7,6253.42,6256.32,298.075,0.042553191,6.76,1,0.018349,-0.011556,0.00757,0.106728,28893.25195,1.36,12,13,129,0,102,0,170,722,6225,0,1919,131,96,1197,106207,314,0,302,269,92,0,0,305,279,2463,0,654,0,0,0,347,819,74,232,114,182,104,0,6,547,544,6,0,16769,5440
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001663.spe,697.61,32.76,222.4,Unit 4,YAN BRACKISH-MARINE,0,5966.34,6561.98,6253.91,6256.79,297.82,0.041666667,6.77,1,0.018349,-0.011556,0.00757,0.106728,27300.53125,1.33,0,7,153,0,109,0,160,645,6019,0,1827,107,63,1020,94215,327,0,345,280,22,24,0,291,235,2326,0,580,0,0,25,399,830,154,238,205,216,15,42,69,530,496,0,1.07E+15,16587,5481
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001664.spe,697.81,32.78,222.42,Unit 4,YAN BRACKISH-MARINE,0,5967.03,6563.35,6254.54,6257.27,298.16,0.042553191,6.77,1,0.018349,-0.011556,0.00757,0.106728,26074.5918,1.37,11,28,132,0,124,0,178,572,5897,0,1658,136,38,860,85859,280,0,264,221,72,0,0,334,216,2416,0,756,0,0,0,325,767,117,215,189,184,217,0,41,222,428,14,1.77E+15,16234,5454
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001665.spe,698.01,32.8,222.44,Unit 4,YAN BRACKISH-MARINE,0,5967.24,6563.77,6254.99,6257.74,298.265,0.042553191,6.77,1,0.018349,-0.011556,0.00757,0.106728,24812.95313,1.25,0,0,113,0,79,6,150,478,4639,10,1346,133,36,869,77117,416,0,264,234,60,56,0,207,354,2403,0,584,26,0,0,315,707,142,243,132,181,6,70,0,262,311,0,2.59E+14,16614,5509
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001666.spe,698.21,32.82,222.46,Unit 4,YAN BRACKISH-MARINE,0,5967.34,6563.88,6255.21,6258.21,298.27,0.042553191,6.77,1,0.018349,-0.011556,0.00757,0.106728,24940.64844,1.36,0,15,110,0,95,6,145,388,4486,0,1377,133,72,777,76150,285,29,306,330,61,37,0,135,317,2882,0,752,17,0,0,301,708,176,292,141,196,51,75,0,163,450,0,1.37E+15,16903,5603
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001667.spe,698.41,32.84,222.48,Unit 4,YAN BRACKISH-MARINE,0,5967.44,6564.11,6255.85,6258.68,298.335,0.041666667,6.76,1,0.018349,-0.011556,0.00757,0.106728,26290.18359,1.55,0,6,121,0,64,0,162,518,4754,0,1460,126,27,909,83999,534,0,294,220,30,0,76,291,367,2801,0,544,0,0,0,341,782,141,216,141,202,177,34,55,217,342,0,6.94E+14,17491,5546
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001668.spe,698.61,32.86,222.5,Unit 4,YAN BRACKISH-MARINE,0,5967.54,6564.55,6256.4,6259.16,298.505,0.042553191,6.76,1,0.018349,-0.011556,0.00757,0.106728,27396.82617,1.33,10,15,144,0,115,0,147,560,4752,0,1584,139,70,982,90747,350,0,391,218,62,0,9,301,167,2699,0,550,0,0,0,333,885,208,237,120,168,50,0,0,442,411,6,0,17151,5682
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001669.spe,698.81,32.88,222.52,Unit 4,YAN BRACKISH-MARINE,0,5967.88,6565.09,6257.01,6259.63,298.605,0.042553191,6.76,1,0.018349,-0.011556,0.00757,0.106728,27385.52148,1.43,11,15,138,4,118,0,137,636,5641,0,1684,115,54,910,89845,237,0,408,264,145,0,95,268,284,2573,0,653,0,0,0,364,864,130,400,169,254,163,0,0,367,496,0,7.36E+12,17420,5647
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001670.spe,699.01,32.9,222.54,Unit 4,YAN BRACKISH-MARINE,0,5968.43,6565.68,6257.66,6260.1,298.625,0.041666667,6.76,1,0.018349,-0.011556,0.00757,0.106728,27059.94336,1.44,15,19,141,18,116,9,129,583,5898,0,1635,81,49,945,88168,314,0,340,252,89,0,0,191,291,2697,0,663,13,0,0,316,842,116,293,166,149,136,7,0,348,370,0,0,17402,5469
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001671.spe,699.21,32.92,222.56,Unit 4,YAN BRACKISH-MARINE,0,5968.98,6566.18,6258.44,6260.58,298.6,0.042553191,6.75,1,0.018349,-0.011556,0.00757,0.106728,27955.79883,1.39,0,14,151,7,126,13,155,684,6039,0,1670,135,59,962,93630,299,0,377,293,49,0,0,269,310,2720,0,586,12,0,12,376,860,142,252,154,147,91,0,0,444,430,5,0,17011,5787
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001672.spe,699.41,32.94,222.58,Unit 4,YAN BRACKISH-MARINE,0,5969.54,6566.86,6258.82,6261.05,298.66,0.042553191,6.75,1,0.018349,-0.011556,0.00757,0.106728,27992.99609,1.44,8,17,141,11,141,4,107,701,5031,0,1707,140,64,979,95790,135,0,299,165,128,0,75,284,282,2492,0,683,0,0,48,444,785,73,228,145,180,77,21,26,408,504,0,0,17382,5613
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001673.spe,699.61,32.96,222.6,Unit 4,YAN BRACKISH-MARINE,0,5969.94,6567.26,6259.34,6261.52,298.66,0.042553191,6.75,1,0.018349,-0.011556,0.00757,0.106728,27171.43359,1.47,0,6,113,0,112,0,138,552,4815,0,1570,116,59,828,86867,152,0,186,192,0,0,0,378,197,2451,0,745,0,0,0,479,1300,221,174,0,48,19,0,61,418,567,0,2.02E+15,17584,5796
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001674.spe,699.81,32.98,222.62,Unit 4,YAN BRACKISH-MARINE,0,5970.23,6567.86,6259.74,6261.99,298.815,0.041666667,6.76,1,0.018349,-0.011556,0.00757,0.106728,27513.41797,1.44,8,7,120,13,133,0,131,551,5957,0,1587,89,92,1030,89595,221,0,384,246,63,0,72,255,379,2359,0,618,14,0,0,412,1087,173,267,80,154,73,0,0,395,535,14,0,17485,5582
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001675.spe,700.01,33,222.64,Unit 4,YAN BRACKISH-MARINE,0,5970.56,6568.64,6260.18,6262.47,299.04,0.042553191,6.76,1,0.018349,-0.011556,0.00757,0.106728,27299.42773,1.43,0,5,106,0,128,0,147,549,5135,0,1551,146,51,904,90068,100,0,440,203,0,43,0,245,189,2574,0,727,18,0,0,422,966,193,306,29,255,24,106,75,372,598,6,0,16979,5590
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001676.spe,700.21,33.02,222.66,Unit 4,YAN BRACKISH-MARINE,0,5970.85,6569.26,6260.61,6262.94,299.205,0.042553191,6.76,1,0.018349,-0.011556,0.00757,0.106728,27984.29492,1.38,9,49,143,13,129,0,137,624,6709,0,1805,92,67,1100,96060,205,0,272,199,26,59,0,128,351,2713,40,771,9,0,0,451,930,134,245,35,161,0,0,31,569,502,0,1.52E+15,16642,5771
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001677.spe,700.41,33.04,222.68,Unit 4,YAN BRACKISH-MARINE,0,5971.14,6569.91,6260.92,6263.41,299.385,0.041666667,6.76,1,0.018349,-0.011556,0.00757,0.106728,27934.29492,1.38,0,13,156,0,123,0,140,642,5915,0,1759,95,81,992,95485,297,0,316,293,46,0,23,304,298,2887,0,738,16,0,33,458,866,121,260,139,141,181,64,73,427,463,6,0,16894,5584
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001678.spe,700.61,33.06,222.7,Unit 4,YAN BRACKISH-MARINE,0,5971.43,6570.66,6261.58,6263.89,299.615,0.042553191,6.76,1,0.018349,-0.011556,0.00757,0.106728,27841.60352,1.47,0,0,125,0,82,0,153,587,5533,0,1585,162,64,1017,94750,345,0,321,236,116,36,0,173,310,2781,13,745,0,0,9,346,804,80,251,125,125,0,0,29,432,465,0,0,17086,5686
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001679.spe,700.81,33.08,222.72,Unit 4,YAN BRACKISH-MARINE,0,5971.73,6571.2,6261.99,6264.36,299.735,0.042553191,6.76,1,0.018349,-0.011556,0.00757,0.106728,28276.37695,1.42,6,35,117,0,132,0,144,588,5331,0,1627,139,69,944,97137,504,0,396,260,126,0,0,383,315,2715,0,716,10,0,0,314,898,115,200,204,158,238,63,0,305,347,10,1.81E+15,17411,5599
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001680.spe,701.01,33.1,222.74,Unit 4,YAN BRACKISH-MARINE,0,5972.02,6571.77,6262.48,6264.83,299.875,0.041666667,6.77,1,0.018349,-0.011556,0.00757,0.106728,29593.41602,1.49,38,16,164,18,125,0,159,676,5728,0,1844,127,69,1108,107551,165,13,578,289,0,0,0,225,368,2614,0,633,0,0,0,328,848,213,387,182,235,42,0,0,634,593,0,1.35E+15,16996,5549
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001681.spe,701.21,33.12,222.76,Unit 4,YAN BRACKISH-MARINE,0,5972.31,6572.4,6262.95,6265.31,300.045,0.042553191,6.77,1,0.018349,-0.011556,0.00757,0.106728,29617.51367,1.38,4,5,150,0,155,0,133,726,7376,0,2181,170,77,1147,105748,289,25,423,294,57,0,0,166,365,2608,0,534,19,0,0,373,898,162,340,124,222,77,0,0,524,534,0,0,17056,5439
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001682.spe,701.41,33.14,222.78,Unit 4,YAN BRACKISH-MARINE,0,5972.77,6572.77,6263.29,6265.78,300,0.042553191,6.77,1,0.018349,-0.011556,0.00757,0.106728,29244.83203,1.35,0,12,184,0,141,0,161,776,7521,0,1999,134,66,1149,106406,282,32,409,269,183,0,0,303,346,2709,0,511,18,0,14,304,875,96,320,172,215,180,82,0,487,601,0,0,16482,5312
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001683.spe,701.61,33.16,222.8,Unit 4,YAN BRACKISH-MARINE,0,5973.13,6573.08,6263.75,6266.25,299.975,0.042553191,6.77,1,0.018349,-0.011556,0.00757,0.106728,28262.38086,1.41,8,0,123,0,124,0,134,687,5771,0,1918,92,60,1058,98803,314,0,501,372,0,0,0,380,341,2563,0,701,0,0,31,428,931,215,253,125,106,115,0,0,434,552,0,0,16539,5499
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001684.spe,701.81,33.18,222.82,Unit 4,YAN BRACKISH-MARINE,0,5973.52,6573.39,6264.15,6266.72,299.935,0.041666667,6.77,1,0.018349,-0.011556,0.00757,0.106728,27796.80078,1.37,24,0,185,4,125,0,150,665,5401,0,1886,171,77,1037,95925,219,49,357,265,50,0,0,351,302,2651,35,647,0,0,0,467,936,82,227,79,96,157,88,31,405,502,0,1.30E+15,16911,5457
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001685.spe,702.01,33.2,222.84,Unit 4,YAN BRACKISH-MARINE,0,5973.78,6573.52,6264.76,6267.2,299.87,0.042553191,6.77,1,0.018349,-0.011556,0.00757,0.106728,27572.11719,1.32,4,16,140,0,126,0,159,640,6957,0,1712,131,45,1122,92664,432,0,272,260,70,0,0,319,222,2665,0,702,5,0,0,431,817,112,223,74,126,172,7,15,371,319,10,0,16869,5798
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001686.spe,702.21,33.22,222.86,Unit 4,YAN BRACKISH-MARINE,0,5974.05,6574.08,6265.31,6267.67,300.015,0.042553191,6.77,1,0.018349,-0.011556,0.00757,0.106728,27707.40625,1.31,0,31,194,17,134,0,149,617,6661,0,1709,65,65,1022,95021,278,0,365,287,103,0,12,172,218,2460,0,615,0,0,16,351,915,109,231,132,158,99,0,62,499,372,0,1.45E+15,16972,5713
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001687.spe,702.41,33.24,222.88,Unit 4,YAN BRACKISH-MARINE,0,5974.31,6574.84,6265.82,6268.14,300.265,0.041666667,6.77,1,0.018349,-0.011556,0.00757,0.106728,28139.58984,1.37,14,0,201,0,103,14,121,674,5595,0,1885,174,60,934,99641,285,0,325,300,38,0,0,165,229,2719,0,683,0,0,0,355,861,130,268,116,222,67,60,0,417,467,0,0,16421,5572
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L001688.spe,702.61,33.26,222.9,Unit 4,YAN BRACKISH-MARINE,0,5974.57,6575.26,6266.49,6268.62,300.345,0.042553191,6.77,1,0.018349,-0.011556,0.00757,0.106728,28860.84766,1.44,23,18,163,0,124,0,156,740,5490,0,1856,120,76,1085,106156,201,0,282,358,52,17,90,293,416,2751,0,710,5,0,18,348,843,136,213,138,171,38,0,22,639,559,0,2.39E+15,16078,5596
